Candidate Name,Office,Region,Question Order,Question,Answer,Language,Race URL
Bryan Verhei,Pasco City Council District 3,Pasco,1,What should your city/town’s role be in dealing with environmental issues?,"I believe the city’s role in environmental issues is to make thoughtful, practical choices about how we grow. That means prioritizing infill development to reduce sprawl, protecting farmland and open space, and being responsible when selecting public works projects so they are efficient, sustainable, and cost‑effective. By planning carefully, Pasco can support growth while protecting our environment and quality of life.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70988093
Bryan Verhei,Pasco City Council District 3,Pasco,2,What is your record of public service?,"My record of public service includes serving on the Tres Ríos Community Land Trust, where I’ve worked to expand affordable housing opportunities in our region. I’ve also organized local service drives, including an annual pet food drive and a supply drive for young adults transitioning out of foster care. These experiences reflect my commitment to strengthening our community through practical action and collaboration.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70988093
Bryan Verhei,Pasco City Council District 3,Pasco,3,How do you think your city/town should respond to homelessness?,"I believe Pasco should take a Housing First approach to homelessness, starting with stable housing as the foundation for recovery. To make that work, the city must bring nonprofits, service providers, faith communities, and other stakeholders to the table to coordinate resources and create real pathways out of homelessness. That means encouraging infill and affordable housing development, while also ensuring wraparound services like mental health care, addiction treatment, and job training are accessible. By leading with housing and fostering collaboration across our community, we can respond to homelessness in a way that is both compassionate and effective.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70988093
Bryan Verhei,Pasco City Council District 3,Pasco,4,How would you describe your vision for your city?,"My vision for Pasco is a city that grows with care and balance. I want to see expanded public transit so residents are not required to own a car to reach work, school, or services. Every part of the city, from long-established neighborhoods to new developments, should be well-maintained through thoughtful planning. By encouraging infill development to reduce sprawl, protecting farmland, and making responsible choices in public works, we can build a community that is connected, sustainable, and welcoming for all Pasco residents.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70988093
Robert Franklin,Kennewick School Board District 1,Kennewick,0,How has your experience prepared you for this position?,"I am an Assistant Professor of History at WSU Tri-Cities and teach 80-100 students each semseter, most of them first-year and first-generation students.  I know something of the hopes, dreams, and struggles our students face and that drives me to want to help support their K-12 education and to support the efforts of teachers who tirelessly give themselves for the public good of education.  

For the past 10 years I have worked at WSU as a historian and archivist for the Hanford History Project.  Hanford is a complex and complicated site to interpret and in that work I balance different ideological perspectives to present an accurate depection of the past.  In addition I have done hundreds of oral history interviews with former Hanford workers and those affected by Hanford.  Every day I practice my listening, reasoning, evaluating, and compromising skills and I'll bring that experience to the board.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=24921031
Robert Franklin,Kennewick School Board District 1,Kennewick,1,"What, in your opinion, are the three most pressing issues facing your school district currently?","Expand access to vocational training programs like Tri-Tech.  While a college professor Robert recognizes the value that skilled trades have both for those that go into them and for the community they serve.

Support teachers and students in our classrooms, especially in schools with high numbers of low-income students and ESL students (and parents).  Situations like what happened at Amistad are calls for the board to rally BEHIND the staff and teachers and find out how they can support students/staff/teachers in that situation (and be proactive for future situations).

Reaffirm “safe, known, and valued.”  Robert has heard this from MANY teachers and it is clear that our schools need more mental health resources and more kindness from the school board.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=24921031
Robert Franklin,Kennewick School Board District 1,Kennewick,2,How would you respond to the issue you consider the most important?,"I would restart the contract for mental health services that the current board, led by Gabe and Micah, let lapse.  The district has a healthy surplus - funding should be spent on student services.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=24921031
Robert Franklin,Kennewick School Board District 1,Kennewick,3,How can you ensure the safety of all students in your schools?,"We need to make school a safe and welcoming space for all students.  This means supporting teachers so they have the time and ability to provide attention to students.  This means providing mental health supports for students who are struggling with life in and out of school.  This does not mean arming teachers and SRO's - safety is not access to firearms.  It's about feeling accepted in the space you are in, being able to talk about hard things with someone who will listen, and the freedom to learn and grow.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=24921031
Robert Franklin,Kennewick School Board District 1,Kennewick,4,"How would you work to balance the needs and interests of students, teachers, and parents within the school district?","Let me be clear - as a parent of a child in KSD (also with an IEP) I know that sometimes it can be frustrating to navigate the bureaucratic systems of education to do what is best for our children.  Parents need a board who recognizes their efforts at home and their represents their opinions in decision-making.  They also deserve a board who is non-partisan and who wants the best for their children.  

Achieving student success means supporting hardworking education professionals.  I'm proud to have teacher union support because as an educator I know why we show up every day.  I know the joy and frustration and I wouldn't want to do anything else with my life - I love education.  But teachers need good working enviornments - teachers’ working conditions are students’ learning conditions.  Support for teachers and students, guided in part by parent input, is the role of a school board.  It's a balance and compromise.  It's not a place for culture war politics.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=24921031
Bonnie Mitchell,Richland School Board Position 1,Richland,0,How has your experience prepared you for this position?,"First, parenting six children in the district with various abilities, challenges, and activities has been the best preparation. Volunteering in the schools in classrooms, parent organizations, and extracurriculars has also helped gain perspective of teachers, administrators and coaches. The last two years being an appointed member of the school board has really been the icing on the cake - learning more about policy, practices, and all the behind the scenes workings of a large district such as ours has really rounded out the experience and increased my confidence in my ability to successfully help lead the Richland School District.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=24921993
Bonnie Mitchell,Richland School Board Position 1,Richland,1,"What, in your opinion, are the three most pressing issues facing your school district currently?","1) Obviously, finances and funding are a big issue. 

2) Providing the tools, training and personnel to meet each student's individual needs. and learning styles is also a challenging issue - for hicap students, special education students, and for the students in the middle.

3) Behavior and bullying.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=24921993
Bonnie Mitchell,Richland School Board Position 1,Richland,2,How would you respond to the issue you consider the most important?,"All these issues are critically important. I would say the top priority at this time is to continue working on the financial health of the district. We are constantly working on trimming unnecessary costs, finding and fixing inefficiencies, and exploring revenue options. Additionally, getting good information out to our community, and passing our next levy, especially since the state legislature continually refuses to fully fund public education is a current priority.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=24921993
Bonnie Mitchell,Richland School Board Position 1,Richland,3,How can you ensure the safety of all students in your schools?,"The district works hard with administrators and staff to keep our students physically protected. Teaching kids and families about physical and emotional safety and having tools available such as CharacterStrong, PurposeFull People, and our partnership with Hazel Health are additional ways to help our families' health and safety. The role of the school board in all of that is to make sure the tools and training are available and the policies and procedures that protect students are sufficiently up to date.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=24921993
Bonnie Mitchell,Richland School Board Position 1,Richland,4,"How would you work to balance the needs and interests of students, teachers, and parents within the school district?","Listening, learning, and lots of compromise and creativity are useful skills in attempting that balance.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=24921993
Valerie Torres,Pasco School Board At-Large Position 5,Pasco,0,How has your experience prepared you for this position?,"I was born and raised in Pasco and attended schools in the Pasco School District. I graduated from Chiawana High School and currently have two children attending schools in the Pasco School District. Being a proud daughter of Mexican immigrants to Washington State, I grew up learning the values of hard work, responsibility and perseverance. Upon graduating with a credential as a certified nursing assistant from Tri-Tech, I went to work as an assistant manager and instructor at a local daycare before becoming the office and finance manager at a successful small business in downtown Pasco. My interest in public service began when I led a movement with the downtown businesses. We successfully lobbied the City to create a grant program to help small businesses negatively impacted by a construction project. I want to bring a parent’s perspective and a community advocate’s drive to the board to make sure our schools are not only excellent, but also equitable, safe, and well-managed.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970576
Valerie Torres,Pasco School Board At-Large Position 5,Pasco,1,"What, in your opinion, are the three most pressing issues facing your school district currently?","First, I believe we must focus on raising student academic achievement by providing the resources and support necessary to improve test scores and ensure all of our students are prepared for life after graduation. Whether that means pursuing higher education or entering careers in our local trades and apprenticeship programs. We must ensure they are provided multiple options. Second, it is critical that we manage our school finances responsibly. Making sure every dollar is spent wisely, transparently, and in ways that directly benefit student learning. Third, we need to strengthen community involvement by building open and honest communication with parents and families. By fostering strong partnerships, I believe this will allow our students to truly thrive.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970576
Valerie Torres,Pasco School Board At-Large Position 5,Pasco,2,How would you respond to the issue you consider the most important?,"The most important issue I see is ensuring that every child in our district has the opportunity to achieve high academic success. That means making sure our schools provide the right resources, support, and learning opportunities for all students. Whether they need extra help to stay on track or advanced programs to keep them challenged. By focusing on strong academics, equitable access to resources, and collaboration between educators, families, and the community, we can give every student the tools they need to thrive and reach their full potential.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970576
Valerie Torres,Pasco School Board At-Large Position 5,Pasco,3,How can you ensure the safety of all students in your schools?,"I fully support making our schools safe spaces for all of our students. This means increasing the number of school resource officers, improving security measures to bar individuals from entering our schools who should not be there, ensuring that we have the funding for PSD staff security who monitor our hallways inside our schools and other protective measures. School bus safety is also important and ensuring that our buses have effective security is as important as the school buildings. 
School districts also have a responsibility to ensure the mental and emotional safety of students along with their physical well-being. School Boards can play an important role in this by establishing and maintaining a broad policy that is inclusive and makes students feel like they belong in their schools. I am proud of our district’s focus on student emotional and physical safety and will advocate for policies and funding that ensures that every student feels safe in and outside the classroom.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970576
Valerie Torres,Pasco School Board At-Large Position 5,Pasco,4,"How would you work to balance the needs and interests of students, teachers, and parents within the school district?","As a School Board Director, my most important responsibility is to all of the students in the District. Everything we do as a Board is focused on ensuring that every student can succeed and be prepared for life after they graduate high school. I know that the parents, educators, staff and community members who comprise our Pasco School District share with me that all-important focus of student success and support. I will always listen to the views and feedback from parents and educators about how we can make District operations and strategic planning effective for student learning. We also must ensure that our educators are fully supported, so that they are best positioned for success and have the professional development and resources they need to provide the highest quality of instruction to our students.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970576
Heather Kubalek,Pasco School Board District 4,Pasco,0,How has your experience prepared you for this position?,"As a mother of 8 current and former students, I am passionate about education.  I have many life experiences that have prepared me for school board.  I lived in Paraguay for 16 months, where I learned Spanish and gained a love and understanding of Latin culture.  I have a financial education from my business degree. As a substitute teacher, I have been in every school in this district and have seen first-hand the strengths and the challenges we face. As a mom, I have volunteered in many roles at the elementary, middle, high school, and district level.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970571
Heather Kubalek,Pasco School Board District 4,Pasco,1,"What, in your opinion, are the three most pressing issues facing your school district currently?","1.	Student Achievement- Too many students are not reaching grade-level benchmarks and standards.
2.	Financial security- Our current budget is using approximately $4 million in reserves to fund our operations this year.  This is not sustainable moving forward.  Hard choices need to be made to keep our district financially stable.
3.	District-wide Continuity- Our district has experienced tremendous growth in the last 20 years.  While that growth has slowed, we continue to struggle with managing a district 3 times bigger than it was.  Some of the issues include creating pride in new schools, ensuring equality between schools by offering the same/equivalent programs at each school, and having policies that are universally followed.  As a substitute teacher, I have seen many differences in how schools operate.  Some of those difference are necessary, but our district would be more unified and efficient if we followed more district-wide policies in daily operations.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970571
Heather Kubalek,Pasco School Board District 4,Pasco,2,How would you respond to the issue you consider the most important?,"As a new board member, I don’t feel qualified to offer solutions yet.  The current board is aware of these issues and is working to improve them.  I will make sure that these issues stay at the front of the minds of the district and I will look for ways to improve the current strategies being used.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970571
Heather Kubalek,Pasco School Board District 4,Pasco,3,How can you ensure the safety of all students in your schools?,"While it is impossible to prepare for every possibility, the district is already taking many steps to ensure safety in the schools.  I have been to every school in the district as a sub and have never been allowed to enter a building without showing my badge first.  That is a great policy.  Having Safety Resource Officer’s at all the middle and high schools is another asset in helping ensure safety.  Helping kids feel like they belong will reduce fights and other behavior issues that risk the safety of students.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970571
Heather Kubalek,Pasco School Board District 4,Pasco,4,"How would you work to balance the needs and interests of students, teachers, and parents within the school district?","As a parent and substitute teacher, I have first-hand experience with the needs of students and employees.  I have been on district committees in the past (Highly Capable Advisory, Long-Term Facilities Management Committee, and Boundaries Committee) and have always tried to balance the needs of each stakeholder- students, families, employees, and taxpayers.  Different issues affect each group in different ways, so it’s important to consider the degree of impact on each stakeholder as decisions are made. I will continue to look for solutions to issues that keep all these groups in mind.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970571
Amanda Brown,Pasco School Board District 3,Pasco,0,How has your experience prepared you for this position?,"My experience has prepared me to serve Pasco well. I have spent the last 10 years as a classroom teacher, which gives me firsthand knowledge of how board decisions affect students and staff. Since being elected in 2022, I have served as both Vice President and now President of the Pasco School Board, leading with transparency and a focus on student achievement. I was the sole dissenting vote on the current high school boundary plan because I believed it created inequities, and I remain committed to ensuring every school has the resources students need to succeed. I strongly support our dual language programs, which benefit the 37% of our students who are multilingual learners and enrich opportunities for all students. Most importantly, I am committed to being an open-minded, balanced leader who does not bring partisan politics into the boardroom, keeping students and families at the center of every decision.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970562
Amanda Brown,Pasco School Board District 3,Pasco,1,"What, in your opinion, are the three most pressing issues facing your school district currently?","The first and most pressing issue is student achievement. Every decision we make as a board must be centered on improving learning outcomes, ensuring students feel a sense of belonging, and supporting programs like dual language that serve our 37% multilingual learners. The second challenge is our budget and the need to responsibly rebuild reserves to 5% without cutting vital programs or staff. The board has adopted a four-year plan that reduces costs through attrition rather than layoffs, protecting classrooms and student services. Finally, passing the local levy is critical. The levy funds essential programs, including additional school security, and unlocks millions in state matching dollars. Without it, Pasco would lose both local and state support. Addressing these three issues with transparency and balance is how we will continue to keep students at the center of our work.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970562
Amanda Brown,Pasco School Board District 3,Pasco,2,How would you respond to the issue you consider the most important?,"The most important issue is student achievement, and I believe the board has a direct role in keeping that the focus. That’s why we revamped the superintendent evaluation to tie performance directly to student outcomes. For the first time, our superintendent is held accountable for measurable growth in student learning. In addition, the board has directed the superintendent to strengthen early identification systems for students who are struggling and to put interventions in place sooner. We also required continued monitoring of students at risk of not graduating so they receive support earlier, before falling too far behind. These steps ensure our leadership is accountable, our strategies are proactive, and our resources are directed where they make the greatest impact—helping every student succeed.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970562
Amanda Brown,Pasco School Board District 3,Pasco,3,How can you ensure the safety of all students in your schools?,"Student safety must always be a top priority, and in Pasco, levy dollars are essential to making that possible. While our School Resource Officers are provided through partnerships with the Pasco Police Department, many additional safety measures—such as security staff who monitor cameras, help enforce behavior expectations, and lead proactive measures—are funded by our local levy. These positions are critical to keeping schools safe, and without levy support, they would be at risk. Beyond staffing, our partnership with the police department ensures quick response when needed and helps us maintain strong relationships with law enforcement. Together, these strategies create a multi-layered approach to school safety. My commitment as a board member is to continue prioritizing these investments and maintaining transparency so families know their children are learning in secure, supportive environments.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970562
Amanda Brown,Pasco School Board District 3,Pasco,4,"How would you work to balance the needs and interests of students, teachers, and parents within the school district?","Balancing the needs of students, teachers, and parents begins with keeping students at the center. Students are my first constituents, and every decision I make is grounded in how it will impact their success. That means focusing on student achievement, belonging, and ensuring programs like dual language remain strong for our 37% multilingual learners. At the same time, parents are essential partners. I supported tools like ParentSquare, which translate into more than 50 languages, so every family can be informed and engaged. Teachers and staff are also critical to student success, which is why I support Pasco’s strong leadership development programs and competitive pay to help us attract and retain excellent educators. By listening to all stakeholders, being transparent, and focusing on collaboration, I work to ensure the needs of students, staff, and families are aligned to build stronger schools.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970562
Steve Christensen,Pasco School Board District 3,Pasco,0,How has your experience prepared you for this position?,"I served on the Pasco School Board from 2013 to 2022. During that time, I gained a deep understanding of the board’s role in the budget process and how to work collaboratively with the superintendent to achieve strong educational outcomes. My real-world experience has also reinforced a key principle: expenses cannot exceed revenues without serious consequences. I bring both institutional knowledge and practical financial insight that will help guide the district toward sustainable and responsible decision-making.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970562
Steve Christensen,Pasco School Board District 3,Pasco,1,"What, in your opinion, are the three most pressing issues facing your school district currently?","Budget, budget, and budget. While there are other important issues, the district’s financial situation is the most urgent. In the 2024–25 school year, the district spent nearly $10 million more than budgeted. The current budget also projects $5 million more in expenditures than revenues. This is not sustainable. Addressing the budget shortfall must be a top priority to ensure we can continue delivering quality education without jeopardizing the district’s financial stability.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970562
Steve Christensen,Pasco School Board District 3,Pasco,2,How would you respond to the issue you consider the most important?,"The board must work closely with the superintendent to find ways to reduce expenses while maintaining an effective educational program. This will require collaboration among the board, staff, and community. Tough decisions will need to be made, and not everyone will agree with every choice. However, these steps are necessary to restore fiscal balance and protect the district’s future. I am willing to do that work and make the responsible decisions required.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970562
Steve Christensen,Pasco School Board District 3,Pasco,3,How can you ensure the safety of all students in your schools?,"Student safety is one of the district’s highest priorities. In recent years, steps have been taken to make school buildings more secure from external threats. Going forward, we must ensure that safety protocols and processes are in place, effective, and consistently followed. As a board member, I will advocate for regular reviews, updates, and accountability measures to ensure our schools remain safe environments for all students and staff.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970562
Steve Christensen,Pasco School Board District 3,Pasco,4,"How would you work to balance the needs and interests of students, teachers, and parents within the school district?","When I previously served on the board, we prioritized listening to the community. That must continue. With budget challenges ahead, decisions will have real impacts on students, families, and staff. As a board member, I will make active listening and community engagement central to the decision-making process. The board has a responsibility to keep the public informed and to seek their input, and I will make that a priority to ensure balanced, transparent governance.",en,https://www.vote411.org/ballot?lwv-ballot-widget-raceid=70970562
